Series Name,"Series Code","Country Name","Country Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Colombia","COL","95.2","94.1993179321289","94.4531402587891","94.70068359375","94.9480056762695","96.8","95.4662399291992","95.7492752075195","96.806763","96.057229","96.788995","96.6936","97.032176","97.779418","97.790938","98.186898","99.0044555664063"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Comoros","COM","39.5996589660645","41.9391593933105","44.8","46.5871810913086","48.9078330993652","51.2343215942383","53.5727195739746","55.929084777832","58.3079681396484","60.7078819274902","63.1258201599121","65.5587768554688","69.3","70.4577331542969","72.917724609375","75.3807144165039","77.8442153930664"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Congo, Dem. Rep.","COD","6.7","7.27154016494751","7.86341238021851","8.44900131225586","9.03436851501465","6","10.2286949157715","15.2","11.4933834075928","12.1580152511597","12.8406705856323","13.5383453369141","15.4","14.9667387008667","13.5","16.4191646575928","17.1473789215088"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Congo, Rep.","COG","20.1033191680908","22.3314628601074","24.5472602844238","26.7567729949951","28.966064453125","33.8","33.4082412719727","35.653247833252","37.9207763671875","37.1","42.5159149169922","44.8375129699707","41.6","49.5137557983399","51.8623924255371","60.4","56.5661697387695"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Costa Rica","CRI","98.686408996582","98.24978","98.509188","98.695902","98.954779","99.053051","99.147523","99.217998","99.263937","99.409804","98.995734","99.232348","99.503298","99.563517","99.359291","99.409804","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Cote d'Ivoire","CIV","47.6174240112305","48.6439170837402","51.4","50.6790618896484","51.6955146789551","58.9","53.745677947998","54.7862396240234","55.8373031616211","56.8971138000488","57.9639282226563","59.0359878540039","55.8","61.1888618469238","61.9","64.0861968994141","64.3"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Croatia","HRV","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Cuba","CUB","97","97.2808837890625","97.6188888549805","97.9506072998047","98.286491394043","98.6283569335938","98.9797058105469","99.3301849365234","99.6403656005859","99.8573303222656","99.9638977050781","99.9957122802735","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Curacao","CUW","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Cyprus","CYP","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Czech Republic","CZE","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Denmark","DNK","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Djibouti","DJI","56.8433990478515","56.4763221740723","49.7","55.7111854553223","55.3252563476563","54.9451675415039","55.5","54.2267723083496","53.8990783691406","53.592414855957","53.3037719726563","53.0301475524902","54.6","52.5159454345703","52.269359588623","52.0257759094238","51.7826919555664"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Dominica","DMA","80.8257675170898","82.2147903442383","87.7","84.9618606567383","86.33203125","87.7080383300781","89.0959625244141","90.5018463134766","90.9","93.3796920776367","94.847152709961","96.3296279907227","97.8241195678711","98.8553009033203","99.5810775756836","99.9029693603516","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Dominican Republic","DOM","88.764932","89.791362","89.749814","89.173808","90.316567","90.141224","90.118148","96.876342","97.576197","97.85776","98.145414","97.898872","97.86705","98.385853","98.470979","98.560364","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Ecuador","ECU","93.4150924682617","93.7719116210938","94.1163940429688","94.973044","94.7925567626953","95.83265","96.315259","96.812618","97.206576","96.470862","97.462142","96.872699","97.194929","98.034674","98.976067","98.825883","99.9368133544922"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Egypt, Arab Rep.","EGY","97.7","97.4428253173828","97.6651306152344","98.8","98.1013488769531","99.4","99.04","98.8195953369141","99.8","99.3794631958008","99.6496963500977","99.8531723022461","99.7","99.9950942993164","99.8","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","El Salvador","SLV","84.519249","87.063829","87.54906","86.961151","87.357045","87.525839","89.201467","91.109558","91.000227","91.08402","91.580238","92.574686","93.680571","95.043105","95.125416","95.4","98.618896484375"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Equatorial Guinea","GNQ","62.4120063781738","62.7035522460937","62.9827499389648","63.2556648254395","63.5283622741699","63.8068962097168","64.0973358154297","64.4057464599609","64.7366790771484","65.0886383056641","65.4586181640625","66.1","66.2406387329102","66.6466674804688","67.058708190918","67.473747253418","67.889289855957"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Eritrea","ERI","29.1775379180908","30.2206859588623","32.2","32.2760047912598","33.3003044128418","34.3304443359375","35.372486114502","36.4324989318848","37.5150337219238","38.618595123291","39.7401809692383","40.8767852783203","42.0254058837891","43.1830368041992","44.3466758728027","45.5133209228516","46.6804618835449"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Estonia","EST","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Ethiopia","ETH","12.7","10.8122329711914","12.3654432296753","13.9123697280884","15.4590759277344","14","18.576078414917","20.1585006713867","21.7634429931641","23.3894119262695","25.0334053039551","23","28.3634471893311","30.0434875488281","27.2","33.4185905456543","42.9"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Faroe Islands","FRO","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Fiji","FJI","75.3925094604492","76.7950744628906","79.63","80","80.9529266357422","82.3424835205078","83.7439422607422","88.9","86.16","88.0682907104492","89.5492858886719","91.0453033447266","92.553337097168","91.75","95.5934371948242","97.1194915771484","98.6460494995117"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Finland","FIN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","France","FRA","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","French Polynesia","PYF","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Gabon","GAB","73.6","76.1223983764648","77.074089050293","78.0194931030273","78.9646835327148","81.6","80.8786392211914","81.8595428466797","82.8629608154297","83.8874130249023","84.9298858642578","85.9873809814453","89.3","86.4","89.2199401855469","90.3074722290039","91.3955001831055"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Gambia, The","GMB","34.3","29.7481460571289","30.8822250366211","32.0100212097168","33.1375961303711","30.4562675012354","35.4163360595703","36.5796241760254","37.765438079834","38.9722747802734","40.197135925293","41.4370193481445","42.6889152526856","44.5","45.2167434692383","46.4866638183594","47.7570877075195"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Georgia","GEO","98.7826919555664","98.8426361083984","99.9","98.9321365356445","98.9735412597656","97.9350541215654","99.0796051025391","99.1549224853516","99.2495574951172","99.3637313842774","99.4956359863281","99.6403350830078","100","99.8984985351563","100","99.9934997558594","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Germany","DEU","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Ghana","GHA","44.6755104064941","46.6989250183105","48.7099914550781","48.3","52.7193374633789","54.7297439575195","55.0934500757703","58.7923316955566","60.5","62.9389572143555","65.0408096313477","64.06256","69.2865600585938","70.7","78.3","75.7152786254883","79.3"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Gibraltar","GIB","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Greece","GRC","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Greenland","GRL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Grenada","GRD","85.9528198242188","86.3015060424805","86.6378479003906","86.967903137207","87.297737121582","87.633415222168","87.9810028076172","88.3465576171875","90","89.1437301635742","89.5708541870117","88.8","90.467155456543","90.9303283691406","91.3995056152344","91.8716888427734","92.344367980957"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Guam","GUM","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Guatemala","GTM","73.318205","73.7326202392578","78.667838","78.512204","77.1296005249023","78.2655258178711","83.730998","80.5791625976563","81.7674865722656","82.9768371582031","84.2042083740235","84.026414","86.7010116577148","87.9644317626953","85.494371","90.5062942504883","91.7792282104492"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Guinea","GIN","16.5103454589844","17.4279613494873","18.33323097229","19.2322177886963","20.1309833526611","20.2","21.9521045684814","22.8865871429443","23.8435878753662","24.8216171264648","25.8176708221436","26.828742980957","26.2","28.8839321136475","29.9220409393311","30.9631519317627","33.5"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Guinea-Bissau","GNB","5.40924739837646","5.93637180328369","6.45114946365356","6.95964336395264","7.46791648864746","7.98203182220459","14.5361990950226","9.05204200744629","9.61855220794678","4.7","6","11.4322299957275","12.0648260116577","12.7064342498779","17.2","14.0046701431274","14.6557903289795"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Guyana","GUY","74.6213455200195","75.1719055175781","75.7101211547851","76.242057800293","76.7737655639648","77.5","73.3825878594249","78.428207397461","79.0181579589844","77.6","80.2581329345703","80.9021530151367","81.5581893920899","82.2232360839844","86.9","83.5683517456055","84.2429046630859"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Haiti","HTI","33.7","31.542382","33.0346717834473","31.6","33.6872749328613","34.0193099975586","33.9","34.725154876709","35.1095809936523","35.5150375366211","35.9385185241699","36.3770141601562","37.9","37.2870559692383","37.7525901794434","38.2211265563965","38.6901664733887"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Honduras","HND","67.6167221069336","68.8134307861328","63.141137","65.090464","67.113528","68.903309","71.266448","73.548187","76.396899","78.269685","80.984668","82.195298","83.607727","87.184881","88.653773","89.98171","87.5766296386719"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Hong Kong SAR, China","HKG","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Hungary","HUN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Iceland","ISL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","India","IND","59.3957443237305","55.8","62.3","63.9244918823242","64.4","66.9324493408203","67.9","69.9880218505859","71.5473175048828","75","76.3","67.6","79.9","79.5991134643555","81.2395095825195","88","84.5268173217773"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Indonesia","IDN","86.3","86.26","87.6","87.94","89.01","86.1946258544922","90.62","91.1","92.73","93.55","94.15","94.83","96","96.4642583061542","97.01","97.5373674369822","97.62"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Iran, Islamic Rep.","IRN","97.9","97.8605346679688","97.973274230957","98.0795593261719","98.1903381347656","98.3069381713867","98.4","98.5798568725586","98.7438735961914","98.9274291992187","99.1287078857422","99.3441925048828","99.5637664794922","99.7617797851563","100","99.9750518798828","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Iraq","IRQ","96.36474609375","96.5626907348633","96.7482833862305","96.9275970458984","97.106689453125","97.291618347168","97.6221115649303","98.1","97.9405975341797","98.2124557495117","98.4866027832031","98","99.3","99.3796005249023","99.6554107666016","99.8621826171875","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Ireland","IRL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Isle of Man","IMN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
